text,sentiment
is watching  wall street   and realizing that since it is on a movie channel she won t get a potty break,1
gots a headache now,0
good morning twitterworld   slept too less  ,0
is watching the final episode of e r  goon subo  win britians got talent,2
the new redesigned cricinfo    i hate change,0
 cool show last night had me in fits,2
i only have one day left in school  my  is approaching,1
 thanks for that,2
    enjoy dora the explorer    greetings to your niece  ,2
 why isnt everyone with you ,1
i wanna move to england   ello  i must go to the loo  i will head to my caddy yes   gahaha and the awesome accent ,2
missing  on his birthday,0
 not a fan of the bulmers  but the magners pear is awesome  i want slush puppy though    hurryup  classy  omgimpatient ,2
gonna go make my meme s mother s day card then go hop in the shower and hop to sleep  ,1
atl to nj    almost home,1
music update before leaving  check out the songs photograph by air  disco friends by just jack  stand up by the prodigy  and enjoy   ,2
 nice   i d like to be there   but it s too far     i m from brazil    kisses and have a nice day   ,2
 i m with ya      doesn t  follow me either,1
i wish i could sleep past four a m  on my nights off  good morning ,2
new guitar hero metallica guitar is already broken   fail,0
 haha you re welcome  i was honestly going crazy too  have a great night as well,2
goooooodmoring   i don t want to be up i am yat   happy birthday again aygee  ,2
why must jay leno leave his own show,1
gettin my cardio on right now  walkin to the train station awww i so miss the gym,0
just thought of a spanish name that she will pretend to be one night out  ariella gonzalez  like it  don t care because i do,2
i don t know what i m doing  i feel so empty lolll cheesy but true   ,0
phone power is dying ,1
 good luck going to sleep  i m up working on a stupid paper  no worries  ur not alone   so u ready to record that album or what ,2
geesh  days straight  he s not the boy nside joint  lol      headed with  and then go c bf,1
great new directory on babysitterdirectory coming soon   and its a directory with a twist   all will be revealed next week ,2
 want to learn how to make flowers    ,1
i ve done nothing today apart from moan whinge moan,0
 lannen fall     we have a new ep coming out shortly   i want you dudes to hear it ,1
hime i played up until the latter parts of the voodoo village part co op until i lost my usual partner,1
 but lorraine kelly is a sexy mama ,2
 wish i was rollin with ya,2
so had a freakin lond thursday  ready to hit the hay and surprise surprise i can t freakin sleep    boo ,0
 i think we could be related,1
sighs  where s my candy,0
about to pik out my hair  braid it up  scrub off my make up and relaxxxx     tonight was fun,2
bali   can wait for it,1
 glad you got a laugh out of it,2
i gots a pandora bracelet for my birthdaaaay,1
 ikr   my mom got it for me a birthday a few years ago  tis the best,2
i feel like watching a disney movie   too bad we dont have a vcr anymore,0
my last full week of school ,1
piecing a photo quilt for boeing employees to be hung in huntington beach  sadly  many people in the quilt pics are now laid off ,0
 thankyou sugaaar  btw i ll leave this town on   really hope could see you next time ya ra  skrg sempit bgt sih waktunya ya,2
had an awesome day at the zoo       now gettin ready  church  yay   ,2
 drive safe linz    give us some pit stop updates on where you are,1
 total tv quote  not sure if u would know it,1
was eating a tomato and it squirted all over me ,0
i think ive buggered up my mobile  ack  i am a stubborn      and refuse to get a new one ,0
 aislinntighee bhaha  its a teenage nightclub and i am at home when im supposed to be there  they had no      license  no more touch,0
 bye   great meeting you ,2
i gots a summer job,1
 i m so sorry   i hope she s ok      ,1
  mpaa shows how to videorecord a tv     via ,1
a friend is someone who will help you move  a real friend is someone who will help you move a body,2
  but then you won t see her hotness much either,1
aww  you are too kind   hi sweetie  are you guys out partying without me   i m the only person who came to work  lol,2
 thanks  i have a teflon liver  being scottish  i was raised on whisky ,2
 haha  it s okay to be different ,1
 i asked mum bout going out tommorow  she laughed in my face lmao,0
  liesboystell your the only one  i love  they really have several women   ,0
i am so hungry   if my arm were on the core diet i would eat it   guess i have to wait until dinner is ready,0
 good evening terri  have missed you lately  hope life is being good to you  have a wonderful evening  ,1
 ah  i lived all over the baltimore dc suburbs the last  yes then finally made it back to my home state,1
 you should come over before friday and teach me how,1
omigoodness i feel like a popsicle,2
goodmorning  ,2
it s too hot   i don t like it ,0
just fought with my printer   after  hours i claim victory    i hate electronics,0
is chatting to one of her besties ,1
eminem s new song  beautiful  is amazing   listen to the magic right now    ,2
just got home from morongo   havin a corona  won  bucks woo  lol i wish it woulda been   instead    ,1
 i want to hit that,1
 where were you on wed night ,1
 nice skillz nick  x love always  marjorie   jemimah  sydney  australia ,2
i like this bride s sense of humor  she wore this wedding gown once   by accident   ,2
nothings better than having to take a cold shower in the morning,2
 she could have been a lost dog  poor girl,0
 yeaa i m so sad i ve watched her live performances in peru etc and they are epic    i wish she d just come to n i  lol xo,1
do me a favour  tell me what you think about me,1
 whoa   hahaha  wee going there in a bit  just watching hugh jackman s interview at oprah ,2
my student just walked in balling   she just witnessed her dog getting hit on the street   i don t know what to do to cheer her up ,0
sm i ll have a look  do you live in the centre of glasgow  i was born on bellshill   grew up in bothwell  i miss tunnocks pies,0
 i m sorry  that stinks ,0
 it s kind of like your birthday is  days long ,1
is wishing she would get more followers,2
i almost lost you again phone  silly indy,0
social was fun  swam in the water in my boxers,2
macs ftw btw   just because   and if you re still using the grandaddy pc s you lost at life   jp     not really   ,1
had a great night  tomorrow is mothers day,2
ack  ghost whisperer isn t on         network s lucky they gave me walk the line in place of it   f ckas  jp is hawt     ,1
one is not supposed to have a headache on a friday  that s just not right ,0
sittin through this boring      conference call    then i get to go home n nap   missin  alot    ,0
 that s such a long time from now,1
 its ok  i was kinda feeling ignored anyway  and its sunday arvo   going out for lunch   wine ,0
 omg and you never would believe what we did  ahaha  i loved it  but it felt like a movie  but real  ,2
it s friday and sun is shining and its quite warm already  just walked the dog  he is so freaky  hyper,0
long weekend is over    looking forward to end of may then,2
not to thrilled about the marathon this sunday  they assigned me on the street  less    ,0
j ross you can t leave the killers still singing and run the titles   you should have been edited out for more music   happy   not,0
